uid,product_id,brand,experiment_name,quantity,amount,total_amount
5YvdEjUu6eI5FOUnrW2t5U,10743,Pataks,Experiment 1,1,2.4,7.2
5YvdEjUu6eI5FOUnrW2t5U,10742,Pataks,Experiment 1,1,2.4,7.2
0PhHRpjAJLbndQrHy5GEej,10784,Sharwoods,Experiment 2,1,2.8,8.1
0PhHRpjAJLbndQrHy5GEej,10793,Sharwoods,Experiment 2,1,2.8,8.1
0PhHRpjAJLbndQrHy5GEej,10777,Sharwoods,Experiment 2,1,2.5,8.1
5u60PEFs2tGIRQ3MIpKcXl,10766,Pataks,Experiment 2,4,7.4,7.4
6CBqPOGc8SeoY9NRc7pFw3,10736,Pataks,Experiment 1,5,12.0,17.7
6CBqPOGc8SeoY9NRc7pFw3,10779,The Spice Tailor,Experiment 1,1,3.85,17.7
6CBqPOGc8SeoY9NRc7pFw3,10778,Pataks,Experiment 1,1,1.85,17.7
6GJ47kb39Q91rEzhphB6m5,10787,Sharwoods,Experiment 1,1,2.0,16.8
6GJ47kb39Q91rEzhphB6m5,10764,Pataks,Experiment 1,1,3.0,16.8
6GJ47kb39Q91rEzhphB6m5,10742,Pataks,Experiment 1,1,2.4,16.8
6GJ47kb39Q91rEzhphB6m5,10739,Sharwoods,Experiment 1,1,2.5,16.8
6GJ47kb39Q91rEzhphB6m5,10786,Sharwoods,Experiment 1,1,2.0,16.8
6GJ47kb39Q91rEzhphB6m5,10740,Sharwoods,Experiment 1,1,2.5,16.8
6GJ47kb39Q91rEzhphB6m5,10757,Pataks,Experiment 1,1,2.4,16.8
68hheTZK8RMFw6WfuvaInY,10746,Pataks,Experiment 1,3,9.75,16.25
68hheTZK8RMFw6WfuvaInY,10758,Pataks,Experiment 1,2,6.5,16.25
18guRZzxt70bxzO3DFqiOJ,10774,Pataks,Control,1,3.25,12.75
18guRZzxt70bxzO3DFqiOJ,10752,Pataks,Control,1,2.4,12.75
18guRZzxt70bxzO3DFqiOJ,10772,The Spice Tailor,Control,1,3.85,12.75
18guRZzxt70bxzO3DFqiOJ,10762,Pataks,Control,1,3.25,12.75
2XND1nopgYuJ9E3ShyTqSL,10771,Loyd Grossman,Experiment 1,1,3.0,3.0
2kGsQlpwjgmncvPZWu51lf,10777,Sharwoods,Experiment 2,1,2.5,10.4
2kGsQlpwjgmncvPZWu51lf,10765,Bens Original,Experiment 2,1,2.6,10.4
2kGsQlpwjgmncvPZWu51lf,10790,Sharwoods,Experiment 2,1,2.8,10.4
2kGsQlpwjgmncvPZWu51lf,10770,Sharwoods,Experiment 2,1,2.5,10.4
6P3kMoIHqZHjdRdfm1QCWG,10793,Sharwoods,Experiment 2,1,2.8,5.6
6P3kMoIHqZHjdRdfm1QCWG,10783,Sharwoods,Experiment 2,1,2.8,5.6
4xz1KfWrSvFCqbMlxl2UJS,10765,Bens Original,Control,2,5.2,10.8
4xz1KfWrSvFCqbMlxl2UJS,10782,Sharwoods,Control,2,5.6,10.8
3NXK1HrOfugYVG3INgxc25,10740,Sharwoods,Experiment 1,1,2.5,12.5
3NXK1HrOfugYVG3INgxc25,10777,Sharwoods,Experiment 1,2,5.0,12.5
3NXK1HrOfugYVG3INgxc25,10761,Sharwoods,Experiment 1,1,2.5,12.5
3NXK1HrOfugYVG3INgxc25,10751,Sharwoods,Experiment 1,1,2.5,12.5
1xMbfVtXZZvSUohnNhiyGc,10781,Sharwoods,Experiment 1,1,2.8,7.2
1xMbfVtXZZvSUohnNhiyGc,10787,Sharwoods,Experiment 1,1,2.0,7.2
1xMbfVtXZZvSUohnNhiyGc,10738,Pataks,Experiment 1,1,2.4,7.2
7b32B0vIuf8YGt0Q0hDpKk,10760,Pataks,Control,1,1.85,1.85
1sBW2d1dxB88tFXMLfD69h,10782,Sharwoods,Experiment 1,1,2.8,2.8
0e8FJ8wJHKrD5yu1isHRak,10748,The Spice Tailor,Control,1,3.85,13.35
0e8FJ8wJHKrD5yu1isHRak,10773,The Spice Tailor,Control,1,3.85,13.35
0e8FJ8wJHKrD5yu1isHRak,10756,Pataks,Control,1,2.4,13.35
0e8FJ8wJHKrD5yu1isHRak,10774,Pataks,Control,1,3.25,13.35
6FbZUaM19ccWqiosXGS6bH,10766,Pataks,Control,1,1.85,16.0
6FbZUaM19ccWqiosXGS6bH,10751,Sharwoods,Control,2,5.0,16.0
6FbZUaM19ccWqiosXGS6bH,10748,The Spice Tailor,Control,1,3.85,16.0
6FbZUaM19ccWqiosXGS6bH,10744,Sharwoods,Control,1,2.5,16.0
6FbZUaM19ccWqiosXGS6bH,10784,Sharwoods,Control,1,2.8,16.0
4R1dNTtg4VDtawvvqXuWlp,10773,The Spice Tailor,Experiment 2,1,3.85,6.25
4R1dNTtg4VDtawvvqXuWlp,10757,Pataks,Experiment 2,1,2.4,6.25
26nukIJo1qK6EQYh7p3mEQ,10782,Sharwoods,Experiment 2,1,2.8,5.6
26nukIJo1qK6EQYh7p3mEQ,10781,Sharwoods,Experiment 2,1,2.8,5.6
14KUEAjtNoeZNsK0HfZh5i,10764,Pataks,Experiment 2,1,3.0,8.6
14KUEAjtNoeZNsK0HfZh5i,10783,Sharwoods,Experiment 2,1,2.8,8.6
14KUEAjtNoeZNsK0HfZh5i,10790,Sharwoods,Experiment 2,1,2.8,8.6
0OgwInvj3UeFoFfFhgWCul,10750,Pataks,Control,1,2.4,9.8
0OgwInvj3UeFoFfFhgWCul,10761,Sharwoods,Control,1,2.5,9.8
0OgwInvj3UeFoFfFhgWCul,10736,Pataks,Control,1,2.4,9.8
0OgwInvj3UeFoFfFhgWCul,10770,Sharwoods,Control,1,2.5,9.8
3AFHxGREHzh9q2knAC8jdc,10757,Pataks,Experiment 1,1,2.4,8.65
3AFHxGREHzh9q2knAC8jdc,10756,Pataks,Experiment 1,1,2.4,8.65
3AFHxGREHzh9q2knAC8jdc,10779,The Spice Tailor,Experiment 1,1,3.85,8.65
52eLveDuicjxYKOg1Pbb2a,10736,Pataks,Control,1,2.4,9.25
52eLveDuicjxYKOg1Pbb2a,10779,The Spice Tailor,Control,1,3.85,9.25
52eLveDuicjxYKOg1Pbb2a,10771,Loyd Grossman,Control,1,3.0,9.25
0bRJLQB2feeGV5Os4evMip,10774,Pataks,Control,1,3.25,7.1
0bRJLQB2feeGV5Os4evMip,10748,The Spice Tailor,Control,1,3.85,7.1
3uDoQkGEsurVB1oxwk3mvr,10751,Sharwoods,Experiment 2,1,2.5,7.7
3uDoQkGEsurVB1oxwk3mvr,10792,Sharwoods,Experiment 2,1,2.8,7.7
3uDoQkGEsurVB1oxwk3mvr,10743,Pataks,Experiment 2,1,2.4,7.7
7Jb4QisU7M1zd2hSfuJcBd,10757,Pataks,Experiment 2,1,2.4,7.4
7Jb4QisU7M1zd2hSfuJcBd,10767,Sharwoods,Experiment 2,1,2.5,7.4
7Jb4QisU7M1zd2hSfuJcBd,10770,Sharwoods,Experiment 2,1,2.5,7.4
4ljjqNLRQHj99P3fyqpvIv,10758,Pataks,Experiment 1,1,3.25,18.75
4ljjqNLRQHj99P3fyqpvIv,10760,Pataks,Experiment 1,2,3.7,18.75
4ljjqNLRQHj99P3fyqpvIv,10781,Sharwoods,Experiment 1,1,2.8,18.75
4ljjqNLRQHj99P3fyqpvIv,10771,Loyd Grossman,Experiment 1,3,9.0,18.75
1ExqEaEOnLSZ48NBv6ykQl,10752,Pataks,Control,2,4.8,19.9
1ExqEaEOnLSZ48NBv6ykQl,10776,Sharwoods,Control,3,7.5,19.9
1ExqEaEOnLSZ48NBv6ykQl,10745,Sharwoods,Control,2,5.0,19.9
1ExqEaEOnLSZ48NBv6ykQl,10765,Bens Original,Control,1,2.6,19.9
4oi6NxJ3uTQ4AKo6X85Qtc,10750,Pataks,Control,1,2.4,18.4
4oi6NxJ3uTQ4AKo6X85Qtc,10738,Pataks,Control,1,2.4,18.4
4oi6NxJ3uTQ4AKo6X85Qtc,10778,Pataks,Control,1,1.85,18.4
4oi6NxJ3uTQ4AKo6X85Qtc,10765,Bens Original,Control,1,2.6,18.4
4oi6NxJ3uTQ4AKo6X85Qtc,10759,Sharwoods,Control,1,2.5,18.4
4oi6NxJ3uTQ4AKo6X85Qtc,10773,The Spice Tailor,Control,1,3.85,18.4
4oi6NxJ3uTQ4AKo6X85Qtc,10781,Sharwoods,Control,1,2.8,18.4
5GcR9cWBSaltlYXPFM81UU,10740,Sharwoods,Experiment 1,1,2.5,25.15
5GcR9cWBSaltlYXPFM81UU,10783,Sharwoods,Experiment 1,1,2.8,25.15
5GcR9cWBSaltlYXPFM81UU,10769,The Spice Tailor,Experiment 1,1,3.85,25.15
5GcR9cWBSaltlYXPFM81UU,10763,Pataks,Experiment 1,2,4.8,25.15
5GcR9cWBSaltlYXPFM81UU,10736,Pataks,Experiment 1,1,2.4,25.15
5GcR9cWBSaltlYXPFM81UU,10782,Sharwoods,Experiment 1,1,2.8,25.15
5GcR9cWBSaltlYXPFM81UU,10780,Loyd Grossman,Experiment 1,1,3.0,25.15
5GcR9cWBSaltlYXPFM81UU,10753,Loyd Grossman,Experiment 1,1,3.0,25.15
1FGfOjLkQ2OkFAMtFkTg2o,10780,Loyd Grossman,Experiment 2,1,3.0,3.0
503Nern2Lbki5z9HT40Jzm,10742,Pataks,Experiment 2,1,2.4,10.0
503Nern2Lbki5z9HT40Jzm,10755,Pataks,Experiment 2,1,3.25,10.0
503Nern2Lbki5z9HT40Jzm,10744,Sharwoods,Experiment 2,1,2.5,10.0
503Nern2Lbki5z9HT40Jzm,10766,Pataks,Experiment 2,1,1.85,10.0
3FveqQAzBTWb1gUiYuZueX,10773,The Spice Tailor,Experiment 1,1,3.85,3.85
0KuexyyupuWc58ITgodKGL,10770,Sharwoods,Control,1,2.5,12.4
0KuexyyupuWc58ITgodKGL,10763,Pataks,Control,1,2.4,12.4
0KuexyyupuWc58ITgodKGL,10745,Sharwoods,Control,1,2.5,12.4
0KuexyyupuWc58ITgodKGL,10739,Sharwoods,Control,1,2.5,12.4
0KuexyyupuWc58ITgodKGL,10759,Sharwoods,Control,1,2.5,12.4
58Nq6PCSb11mv6j5jMx02x,10777,Sharwoods,Control,1,2.5,8.3
58Nq6PCSb11mv6j5jMx02x,10782,Sharwoods,Control,1,2.8,8.3
58Nq6PCSb11mv6j5jMx02x,10780,Loyd Grossman,Control,1,3.0,8.3
0MBsapfTfoWbBISqNZMbrV,10776,Sharwoods,Experiment 1,1,2.5,5.75
0MBsapfTfoWbBISqNZMbrV,10762,Pataks,Experiment 1,1,3.25,5.75
4RzM7wadi8Pbex2CryVhUa,10762,Pataks,Experiment 1,1,3.25,10.5
4RzM7wadi8Pbex2CryVhUa,10752,Pataks,Experiment 1,1,2.4,10.5
4RzM7wadi8Pbex2CryVhUa,10760,Pataks,Experiment 1,1,1.85,10.5
4RzM7wadi8Pbex2CryVhUa,10753,Loyd Grossman,Experiment 1,1,3.0,10.5
1KOJCwaveDWsadHwWgVand,10764,Pataks,Experiment 2,1,3.0,8.6
1KOJCwaveDWsadHwWgVand,10790,Sharwoods,Experiment 2,1,2.8,8.6
1KOJCwaveDWsadHwWgVand,10781,Sharwoods,Experiment 2,1,2.8,8.6
60fS8lXtDXv52TIi627jOq,10764,Pataks,Experiment 1,1,3.0,9.25
60fS8lXtDXv52TIi627jOq,10743,Pataks,Experiment 1,1,2.4,9.25
60fS8lXtDXv52TIi627jOq,10749,The Spice Tailor,Experiment 1,1,3.85,9.25
2b71hyCbYC4PVqZLB2GZYV,10778,Pataks,Experiment 1,1,1.85,1.85
5NJ6CL2dgzXcoaJcV41q5U,10782,Sharwoods,Control,1,2.8,9.75
5NJ6CL2dgzXcoaJcV41q5U,10765,Bens Original,Control,1,2.6,9.75
5NJ6CL2dgzXcoaJcV41q5U,10777,Sharwoods,Control,1,2.5,9.75
5NJ6CL2dgzXcoaJcV41q5U,10760,Pataks,Control,1,1.85,9.75
4zqIzsQb82R402JDXGBZKA,10777,Sharwoods,Control,1,2.5,2.5
5KZiId2rRZgXQsDGnYq31y,10763,Pataks,Experiment 1,1,2.4,14.8
5KZiId2rRZgXQsDGnYq31y,10745,Sharwoods,Experiment 1,1,2.5,14.8
5KZiId2rRZgXQsDGnYq31y,10739,Sharwoods,Experiment 1,1,2.5,14.8
5KZiId2rRZgXQsDGnYq31y,10776,Sharwoods,Experiment 1,1,2.5,14.8
5KZiId2rRZgXQsDGnYq31y,10736,Pataks,Experiment 1,1,2.4,14.8
5KZiId2rRZgXQsDGnYq31y,10777,Sharwoods,Experiment 1,1,2.5,14.8
6Ct3eQWqmhpPYuVFXPial8,10776,Sharwoods,Control,4,10.0,13.25
6Ct3eQWqmhpPYuVFXPial8,10774,Pataks,Control,1,3.25,13.25
5sdF3GRvXQX7ROnTWhbGdL,10780,Loyd Grossman,Experiment 1,1,3.0,19.6
5sdF3GRvXQX7ROnTWhbGdL,10784,Sharwoods,Experiment 1,1,2.8,19.6
5sdF3GRvXQX7ROnTWhbGdL,10789,Sharwoods,Experiment 1,1,2.0,19.6
5sdF3GRvXQX7ROnTWhbGdL,10744,Sharwoods,Experiment 1,1,2.5,19.6
5sdF3GRvXQX7ROnTWhbGdL,10742,Pataks,Experiment 1,1,2.4,19.6
5sdF3GRvXQX7ROnTWhbGdL,10761,Sharwoods,Experiment 1,1,2.5,19.6
5sdF3GRvXQX7ROnTWhbGdL,10752,Pataks,Experiment 1,1,2.4,19.6
5sdF3GRvXQX7ROnTWhbGdL,10786,Sharwoods,Experiment 1,1,2.0,19.6
2WvIhufTtTmrWREnxj1SXA,10750,Pataks,Experiment 1,1,2.4,9.55
2WvIhufTtTmrWREnxj1SXA,10778,Pataks,Experiment 1,1,1.85,9.55
2WvIhufTtTmrWREnxj1SXA,10759,Sharwoods,Experiment 1,1,2.5,9.55
2WvIhufTtTmrWREnxj1SXA,10781,Sharwoods,Experiment 1,1,2.8,9.55
57DVmC0s5B8TqBGua3fgp3,10752,Pataks,Control,1,2.4,9.6
57DVmC0s5B8TqBGua3fgp3,10736,Pataks,Control,2,4.8,9.6
57DVmC0s5B8TqBGua3fgp3,10738,Pataks,Control,1,2.4,9.6
2IcM4ieUCcmwbZBfi6KReG,10756,Pataks,Control,1,2.4,12.15
2IcM4ieUCcmwbZBfi6KReG,10762,Pataks,Control,1,3.25,12.15
2IcM4ieUCcmwbZBfi6KReG,10774,Pataks,Control,1,3.25,12.15
2IcM4ieUCcmwbZBfi6KReG,10758,Pataks,Control,1,3.25,12.15
69V059wfxUvGFVqJqh55Gs,10743,Pataks,Experiment 1,1,2.4,2.4
4R7e1kqkQkJGbrnFC4OTnV,10743,Pataks,Control,1,2.4,8.05
4R7e1kqkQkJGbrnFC4OTnV,10738,Pataks,Control,1,2.4,8.05
4R7e1kqkQkJGbrnFC4OTnV,10774,Pataks,Control,1,3.25,8.05
3tJUxd4gUleMPhOEQKkl1C,10753,Loyd Grossman,Control,1,3.0,3.0
0ZvVGlNlWWrDhg9EVDO8Zx,10764,Pataks,Control,1,3.0,6.85
0ZvVGlNlWWrDhg9EVDO8Zx,10748,The Spice Tailor,Control,1,3.85,6.85
5n8DZLYRAIircckFt0lWYs,10758,Pataks,Experiment 1,1,3.25,7.1
5n8DZLYRAIircckFt0lWYs,10773,The Spice Tailor,Experiment 1,1,3.85,7.1
6uUBmhLYY5SHb7aXTJM0s1,10759,Sharwoods,Control,1,2.5,2.5
0lOtAr8pLlbuOLuxtvRu8a,10765,Bens Original,Experiment 2,1,2.6,2.6
6silUDrSqObrrOuClJqgzT,10763,Pataks,Experiment 2,1,2.4,9.9
6silUDrSqObrrOuClJqgzT,10767,Sharwoods,Experiment 2,3,7.5,9.9
512N5rfSjyg3Z8cJ0aaAgI,10783,Sharwoods,Experiment 2,1,2.8,15.4
512N5rfSjyg3Z8cJ0aaAgI,10772,The Spice Tailor,Experiment 2,1,3.85,15.4
512N5rfSjyg3Z8cJ0aaAgI,10759,Sharwoods,Experiment 2,1,2.5,15.4
512N5rfSjyg3Z8cJ0aaAgI,10764,Pataks,Experiment 2,1,3.0,15.4
512N5rfSjyg3Z8cJ0aaAgI,10746,Pataks,Experiment 2,1,3.25,15.4
4TZgZhB1TO4RGlQHWNLRMD,10776,Sharwoods,Experiment 1,1,2.5,4.5
4TZgZhB1TO4RGlQHWNLRMD,10789,Sharwoods,Experiment 1,1,2.0,4.5
71LvIzknLywjSVe9iVzPah,10757,Pataks,Experiment 1,1,2.4,12.7
71LvIzknLywjSVe9iVzPah,10744,Sharwoods,Experiment 1,1,2.5,12.7
71LvIzknLywjSVe9iVzPah,10771,Loyd Grossman,Experiment 1,1,3.0,12.7
71LvIzknLywjSVe9iVzPah,10787,Sharwoods,Experiment 1,1,2.0,12.7
71LvIzknLywjSVe9iVzPah,10782,Sharwoods,Experiment 1,1,2.8,12.7
2woyTWv6KuSYtvSs4Z6rPL,10740,Sharwoods,Control,1,2.5,8.75
2woyTWv6KuSYtvSs4Z6rPL,10746,Pataks,Control,1,3.25,8.75
2woyTWv6KuSYtvSs4Z6rPL,10764,Pataks,Control,1,3.0,8.75
45VvnMliuXUCWmTVwYmqnh,10753,Loyd Grossman,Experiment 2,1,3.0,9.85
45VvnMliuXUCWmTVwYmqnh,10754,The Spice Tailor,Experiment 2,1,3.85,9.85
45VvnMliuXUCWmTVwYmqnh,10764,Pataks,Experiment 2,1,3.0,9.85
4DrpwKj1Due5RqoFo6VWjC,10784,Sharwoods,Control,2,5.6,11.6
4DrpwKj1Due5RqoFo6VWjC,10764,Pataks,Control,2,6.0,11.6
1ND0d6bjw0Wx0BSLUr8yqR,10747,The Spice Tailor,Experiment 1,4,15.4,24.3
1ND0d6bjw0Wx0BSLUr8yqR,10758,Pataks,Experiment 1,2,6.5,24.3
1ND0d6bjw0Wx0BSLUr8yqR,10757,Pataks,Experiment 1,1,2.4,24.3
2S6lS5LbryMdQjjPVurKRv,10792,Sharwoods,Experiment 2,1,2.8,4.65
2S6lS5LbryMdQjjPVurKRv,10766,Pataks,Experiment 2,1,1.85,4.65
6V4JVj0N4RWtlMVrUtisKH,10769,The Spice Tailor,Control,1,3.85,10.5
6V4JVj0N4RWtlMVrUtisKH,10782,Sharwoods,Control,1,2.8,10.5
6V4JVj0N4RWtlMVrUtisKH,10748,The Spice Tailor,Control,1,3.85,10.5
5vk92MnbMeHmO43RZiJQdF,10774,Pataks,Experiment 1,2,6.5,27.3
5vk92MnbMeHmO43RZiJQdF,10764,Pataks,Experiment 1,2,6.0,27.3
5vk92MnbMeHmO43RZiJQdF,10768,The Spice Tailor,Experiment 1,1,3.85,27.3
5vk92MnbMeHmO43RZiJQdF,10773,The Spice Tailor,Experiment 1,2,7.7,27.3
5vk92MnbMeHmO43RZiJQdF,10758,Pataks,Experiment 1,1,3.25,27.3
0AjzT6ihPKY842UAEAW70m,10740,Sharwoods,Control,1,2.5,8.0
0AjzT6ihPKY842UAEAW70m,10780,Loyd Grossman,Control,1,3.0,8.0
0AjzT6ihPKY842UAEAW70m,10751,Sharwoods,Control,1,2.5,8.0
2Jp4OOA3maFBP9X9W6MEwY,10759,Sharwoods,Experiment 1,1,2.5,2.5
61a3u0oLcTkniluU46GJHZ,10755,Pataks,Control,1,3.25,11.3
61a3u0oLcTkniluU46GJHZ,10752,Pataks,Control,1,2.4,11.3
61a3u0oLcTkniluU46GJHZ,10742,Pataks,Control,1,2.4,11.3
61a3u0oLcTkniluU46GJHZ,10758,Pataks,Control,1,3.25,11.3
10EpWzRVk73YRs0yzXbgMT,10783,Sharwoods,Experiment 1,1,2.8,2.8
5TQurWHf80vtEcH2A26A8h,10782,Sharwoods,Experiment 2,1,2.8,8.6
5TQurWHf80vtEcH2A26A8h,10793,Sharwoods,Experiment 2,1,2.8,8.6
5TQurWHf80vtEcH2A26A8h,10771,Loyd Grossman,Experiment 2,1,3.0,8.6
7GCEAS1rdADEb4GEyL6Bj2,10782,Sharwoods,Control,1,2.8,2.8
2rpjs8pHvZetltQ6HqLrnl,10767,Sharwoods,Control,1,2.5,17.6
2rpjs8pHvZetltQ6HqLrnl,10759,Sharwoods,Control,1,2.5,17.6
2rpjs8pHvZetltQ6HqLrnl,10755,Pataks,Control,1,3.25,17.6
2rpjs8pHvZetltQ6HqLrnl,10747,The Spice Tailor,Control,1,3.85,17.6
2rpjs8pHvZetltQ6HqLrnl,10777,Sharwoods,Control,1,2.5,17.6
2rpjs8pHvZetltQ6HqLrnl,10780,Loyd Grossman,Control,1,3.0,17.6
0KcOH6BHVSk5d7NVw7KxAB,10751,Sharwoods,Control,1,2.5,12.45
0KcOH6BHVSk5d7NVw7KxAB,10777,Sharwoods,Control,1,2.5,12.45
0KcOH6BHVSk5d7NVw7KxAB,10766,Pataks,Control,1,1.85,12.45
0KcOH6BHVSk5d7NVw7KxAB,10784,Sharwoods,Control,1,2.8,12.45
0KcOH6BHVSk5d7NVw7KxAB,10782,Sharwoods,Control,1,2.8,12.45
5Cw6oAV7rFSElufhg8JdvK,10765,Bens Original,Control,1,2.6,7.9
5Cw6oAV7rFSElufhg8JdvK,10745,Sharwoods,Control,1,2.5,7.9
5Cw6oAV7rFSElufhg8JdvK,10782,Sharwoods,Control,1,2.8,7.9
7etNDJg0hfZ43UrRP6uKeF,10740,Sharwoods,Control,1,2.5,14.9
7etNDJg0hfZ43UrRP6uKeF,10756,Pataks,Control,2,4.8,14.9
7etNDJg0hfZ43UrRP6uKeF,10765,Bens Original,Control,1,2.6,14.9
7etNDJg0hfZ43UrRP6uKeF,10751,Sharwoods,Control,1,2.5,14.9
7etNDJg0hfZ43UrRP6uKeF,10767,Sharwoods,Control,1,2.5,14.9
1XjQlWTGaU1dKsisXrfM59,10756,Pataks,Control,1,2.4,7.2
1XjQlWTGaU1dKsisXrfM59,10738,Pataks,Control,1,2.4,7.2
1XjQlWTGaU1dKsisXrfM59,10750,Pataks,Control,1,2.4,7.2
3o5UxLKCbZckuQc6RABSUW,10766,Pataks,Experiment 2,1,1.85,1.85
2sLQZ6CAgUhcO253VXmQuU,10750,Pataks,Experiment 2,1,2.4,13.55
2sLQZ6CAgUhcO253VXmQuU,10783,Sharwoods,Experiment 2,1,2.8,13.55
2sLQZ6CAgUhcO253VXmQuU,10746,Pataks,Experiment 2,1,3.25,13.55
2sLQZ6CAgUhcO253VXmQuU,10739,Sharwoods,Experiment 2,1,2.5,13.55
2sLQZ6CAgUhcO253VXmQuU,10765,Bens Original,Experiment 2,1,2.6,13.55
6UwcFzOMarcAZLtkXhenrQ,10777,Sharwoods,Experiment 1,1,2.5,2.5
3kqQoRZadhZqmz5lY3panZ,10777,Sharwoods,Control,1,2.5,6.35
3kqQoRZadhZqmz5lY3panZ,10747,The Spice Tailor,Control,1,3.85,6.35
5E1oL75uxiO8kGHk0hU2af,10756,Pataks,Control,1,2.4,4.8
5E1oL75uxiO8kGHk0hU2af,10750,Pataks,Control,1,2.4,4.8
3asTpy8qB9ttFPkGvJB2X6,10760,Pataks,Control,1,1.85,1.85
43k3GV9IrG9GxGDXOwPq07,10789,Sharwoods,Experiment 1,1,2.0,5.85
43k3GV9IrG9GxGDXOwPq07,10749,The Spice Tailor,Experiment 1,1,3.85,5.85
5zVaBmtVAuVIei78Uiejtv,10750,Pataks,Control,1,2.4,4.9
5zVaBmtVAuVIei78Uiejtv,10777,Sharwoods,Control,1,2.5,4.9
4apIZQsd8AG3SGZ3p6QWpY,10742,Pataks,Control,1,2.4,23.7
4apIZQsd8AG3SGZ3p6QWpY,10739,Sharwoods,Control,1,2.5,23.7
4apIZQsd8AG3SGZ3p6QWpY,10774,Pataks,Control,2,6.5,23.7
4apIZQsd8AG3SGZ3p6QWpY,10736,Pataks,Control,1,2.4,23.7
4apIZQsd8AG3SGZ3p6QWpY,10740,Sharwoods,Control,1,2.5,23.7
4apIZQsd8AG3SGZ3p6QWpY,10745,Sharwoods,Control,1,2.5,23.7
4apIZQsd8AG3SGZ3p6QWpY,10752,Pataks,Control,1,2.4,23.7
4apIZQsd8AG3SGZ3p6QWpY,10751,Sharwoods,Control,1,2.5,23.7
46Od4EJXrCAAHF86KgGssN,10770,Sharwoods,Experiment 1,1,2.5,4.9
46Od4EJXrCAAHF86KgGssN,10756,Pataks,Experiment 1,1,2.4,4.9
7Lcm1GbkG8vUqwO6PdQHcn,10762,Pataks,Control,1,3.25,14.4
7Lcm1GbkG8vUqwO6PdQHcn,10763,Pataks,Control,1,2.4,14.4
7Lcm1GbkG8vUqwO6PdQHcn,10758,Pataks,Control,1,3.25,14.4
7Lcm1GbkG8vUqwO6PdQHcn,10759,Sharwoods,Control,1,2.5,14.4
7Lcm1GbkG8vUqwO6PdQHcn,10780,Loyd Grossman,Control,1,3.0,14.4
6IjUBMuR4bi44gZQAV0zkP,10786,Sharwoods,Experiment 1,1,2.0,6.8
6IjUBMuR4bi44gZQAV0zkP,10743,Pataks,Experiment 1,1,2.4,6.8
6IjUBMuR4bi44gZQAV0zkP,10742,Pataks,Experiment 1,1,2.4,6.8
0C9uj7nBTMtU1pMBJkSB9Z,10751,Sharwoods,Experiment 2,1,2.5,6.35
0C9uj7nBTMtU1pMBJkSB9Z,10768,The Spice Tailor,Experiment 2,1,3.85,6.35
1Deaw25m8BNHHXatFo0nxP,10742,Pataks,Control,1,2.4,18.3
1Deaw25m8BNHHXatFo0nxP,10751,Sharwoods,Control,1,2.5,18.3
1Deaw25m8BNHHXatFo0nxP,10743,Pataks,Control,1,2.4,18.3
1Deaw25m8BNHHXatFo0nxP,10748,The Spice Tailor,Control,1,3.85,18.3
1Deaw25m8BNHHXatFo0nxP,10766,Pataks,Control,1,1.85,18.3
1Deaw25m8BNHHXatFo0nxP,10761,Sharwoods,Control,1,2.5,18.3
1Deaw25m8BNHHXatFo0nxP,10782,Sharwoods,Control,1,2.8,18.3
5vAsMscafdhzuAPxcQrIcd,10776,Sharwoods,Control,1,2.5,10.2
5vAsMscafdhzuAPxcQrIcd,10748,The Spice Tailor,Control,2,7.7,10.2
1qYidvRRYZfVXhZev8bmsx,10782,Sharwoods,Experiment 2,1,2.8,2.8
182j4CYrhk9FF3GRkXzYcW,10744,Sharwoods,Experiment 1,1,2.5,4.35
182j4CYrhk9FF3GRkXzYcW,10778,Pataks,Experiment 1,1,1.85,4.35
3MdfqZXqKvrxel1mUkJEpG,10765,Bens Original,Control,1,2.6,4.45
3MdfqZXqKvrxel1mUkJEpG,10766,Pataks,Control,1,1.85,4.45
300DGrZUWugG4GoSvTvjWY,10748,The Spice Tailor,Control,1,3.85,11.2
300DGrZUWugG4GoSvTvjWY,10771,Loyd Grossman,Control,1,3.0,11.2
300DGrZUWugG4GoSvTvjWY,10760,Pataks,Control,1,1.85,11.2
300DGrZUWugG4GoSvTvjWY,10740,Sharwoods,Control,1,2.5,11.2
3OvElOFTimLIbOnqgLPZmi,10760,Pataks,Experiment 2,1,1.85,3.7
3OvElOFTimLIbOnqgLPZmi,10778,Pataks,Experiment 2,1,1.85,3.7
0yEqMF1SYqXwqi55OpMKpa,10754,The Spice Tailor,Experiment 1,1,3.85,11.55
0yEqMF1SYqXwqi55OpMKpa,10779,The Spice Tailor,Experiment 1,1,3.85,11.55
0yEqMF1SYqXwqi55OpMKpa,10747,The Spice Tailor,Experiment 1,1,3.85,11.55
4pHoSbIRCqe89oBUTbo4kE,10756,Pataks,Experiment 2,1,2.4,9.8
4pHoSbIRCqe89oBUTbo4kE,10738,Pataks,Experiment 2,1,2.4,9.8
4pHoSbIRCqe89oBUTbo4kE,10745,Sharwoods,Experiment 2,1,2.5,9.8
4pHoSbIRCqe89oBUTbo4kE,10739,Sharwoods,Experiment 2,1,2.5,9.8
6GpTlhPBAWCsToR02598tG,10778,Pataks,Experiment 1,1,1.85,5.7
